id,raw_category,category,count,nyuClass,nyu40class,nyu40id,eigen13class,eigen13id,ours,ade20k,ade class,replicaid,replicaclass,ModelNet40,ModelNet10,ShapeNetCore55,synsetoffset,wnsynsetid,wnsynsetkey,mpcat40,mpcat40index,wn199,coco-panoptic-133,coco-panoptic-133-id,color
38,stools,stool,1,stool,otherprop,40,Objects,7.0,,110,stool,78,stool,stool,,,,n04326896,stool.n.01,stool,19.0,41.0,,,90-119-201
1326,hand sanitzer dispenser,hand sanitzer dispenser,1,,otherprop,40,Objects,7.0,,,,,,,,,,n04254120,soap_dispenser.n.01,objects,39.0,55.0,,,19-235-60
997,teapot,teapot,1,tea pot,otherprop,40,Objects,7.0,,,,46,kitchen-utensil,,,,,n04398044,teapot.n.01,objects,39.0,,,,181-201-21
1327,pen holder,pen holder,1,,otherprop,40,Objects,7.0,,,,90,utensil-holder,,,,,,,objects,39.0,,,,106-15-125
1328,tray rack,tray rack,1,,otherprop,40,Objects,7.0,,137,tray,66,rack,,,,,,,objects,39.0,,,,155-127-73
1329,wig,wig,1,,otherprop,40,Objects,7.0,,,,,,,,,,n04584207,wig.n.01,objects,39.0,,,,111-253-230
182,switch,switch,1,,otherprop,40,Objects,7.0,,,,79,switch,,,,,n04372370,switch.n.01,misc,40.0,67.0,,,184-233-31
280,plastic containers,plastic container,1,container,otherprop,40,Objects,7.0,,,,,,,,,,n03094503,container.n.01,objects,39.0,77.0,,,69-250-159
1330,night light,night light,1,,otherprop,40,Objects,7.0,,,,47,lamp,,,,,,,lighting,28.0,,,,236-80-172
1331,notepad,notepad,1,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,80-228-3
1332,mail bin,mail bin,1,,otherprop,40,Objects,7.0,,,,10,bin,,,,,,,misc,40.0,,,,172-226-25
1333,elevator button,elevator button,1,,otherprop,40,Objects,7.0,,,,,,,,,,,,misc,40.0,,,,124-110-246
939,gaming wheel,gaming wheel,1,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,44-71-34
1334,drum set,drum set,1,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,187-248-90
480,cosmetic bag,cosmetic bag,1,bag,bag,37,Objects,7.0,,115,bag,100,bag,,,,,,,objects,39.0,,,,180-183-1
907,coffee mug,coffee mug,1,vessel,otherprop,40,Objects,7.0,cup,,,28,cup,,,cup or mug,3797390.0,n03063599,coffee_mug.n.01,objects,39.0,,,,68-26-167
1335,closet shelf,closet shelf,1,shelves,shelves,15,Furniture,6.0,,24,shelf,71,shelf,bookshelf,,bookshelf,2871439.0,,,shelving,31.0,,,,23-13-253
1336,baby mobile,baby mobile,1,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,130-135-90
829,diaper bin,diaper bin,1,bin,otherprop,40,Objects,7.0,,,,10,bin,,,,,,,objects,39.0,,,,110-104-178
947,door wall,door wall,1,wall,wall,1,Wall,12.0,,0,wall,93,wall,,,,,,,wall,1.0,,,,100-242-178
1116,stepstool,stepstool,1,step stool,otherprop,40,Objects,7.0,,110,stool,78,stool,,,,,,,objects,39.0,,,,151-117-141
599,paper shredder,shredder,1,,otherprop,40,Objects,7.0,,,,,,,,,,n04210120,shredder.n.01,objects,39.0,176.0,,,86-133-116
733,dress rack,dress rack,1,,otherprop,40,Objects,7.0,,,,66,rack,,,,,n03238762,dress_rack.n.01,misc,40.0,,,,97-229-229
123,cover,cover,1,blanket,otherprop,40,Objects,7.0,,131,blanket,,,,,,,,,objects,39.0,,,,117-56-55
506,shopping bag,shopping bag,1,bag,bag,37,Objects,7.0,,115,bag,100,bag,,,,,n04204081,shopping_bag.n.01,objects,39.0,,,,71-170-202
569,sliding door,sliding door,1,door,door,8,Wall,12.0,,"14,58","door, screen door",37,door,door,,,,n04239074,sliding_door.n.01,door,4.0,,door-stuff,,67-107-109
1337,exercise bike,exercise bike,1,machine,otherprop,40,Objects,7.0,,,,9,bike,,,,,n04210120,shredder.n.01,gym_equipment,33.0,176.0,,,86-133-116
1338,recliner chair,recliner chair,1,chair,chair,5,Chair,4.0,,19,chair,20,chair,chair,chair,chair,3001627.0,n03238762,dress_rack.n.01,chair,3.0,,,,70-109-113
1314,kitchenaid mixer,kitchen mixer,1,,otherprop,40,Objects,7.0,,,,"46,75","kitchen-utensil, small-appliance",,,,,,,appliances,37.0,,,,39-107-5
1339,soda can,soda can,1,can,otherprop,40,Objects,7.0,,,,,,,,can,2946921.0,n02946921,can.n.01,objects,39.0,,,,192-196-189
1340,stovetop,stovetop,1,stove,,,Objects,7.0,,71,stove,32,cooktop,,,stove,4330267.0,n04330267,stove.n.01,appliances,37.0,56.0,,,182-135-108
851,stepladder,stepladder,1,ladder,otherfurniture,39,Furniture,6.0,,121,step,77,stair,stairs,,,,n04315599,step_ladder.n.01,stairs,16.0,,,,237-241-245
142,tap,tap,1,faucet,otherprop,40,Objects,7.0,,,,39,faucet,,,faucet,3325088.0,n04559451,water_faucet.n.01,objects,39.0,,,,210-254-95
436,cable,cable,1,cables,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,48-143-4
1341,baby changing station,baby changing station,1,,otherfurniture,39,Furniture,6.0,,,,,,,,,,,,furniture,36.0,,,,99-200-102
1342,costume,costume,1,clothes,clothes,21,Objects,7.0,,92,apparel,24,clothing,,,,,n02728440,apparel.n.01,clothes,38.0,25.0,,,15-185-73
885,rocking chair,rocking chair,1,chair,chair,5,Chair,4.0,,19,chair,20,chair,chair,chair,chair,3001627.0,n04099969,rocking_chair.n.01,chair,3.0,,,,245-75-20
693,binder,binder,1,binder,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,120-12-127
815,media center,media center,1,cabinet,cabinet,3,Furniture,6.0,,10,cabinet,18,cabinet,,,cabinet,2933112.0,n02933112,cabinet.n.01,cabinet,7.0,4.0,cabinet-merged,,250-235-253
401,towel rack,towel rack,1,,otherprop,40,Objects,7.0,,,,66,rack,,,,,n04459773,towel_rack.n.01,misc,40.0,,,,175-250-69
1343,medal,medal,1,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,116-75-218
1184,stack of folded chairs,folded chair,1,chair,chair,5,Chair,4.0,,19,chair,20,chair,chair,chair,chair,3001627.0,n03001627,chair.n.01,chair,3.0,2.0,,,59-155-45
1344,telescope,telescope,1,,otherprop,40,Objects,7.0,,,,,,,,,,n04403638,telescope.n.01,objects,39.0,,,,123-144-134
1345,closet doorframe,closet doorframe,1,door,door,8,Wall,12.0,,14,door,37,door,door,,,,,,door,4.0,,,,36-31-41
160,glass,glass,1,glass,otherstructure,38,Objects,7.0,,147,glass,,,,,,,n03438257,glass.n.02,misc,40.0,,,,1-176-50
1126,baseball cap,baseball cap,1,,otherprop,40,Objects,7.0,,,,,,,,cap,2954340.0,n02799323,baseball_cap.n.01,clothes,38.0,,,,110-72-169
1346,battery disposal jar,battery disposal jar,1,jar,otherprop,40,Objects,7.0,,,,,,,,jar,3593526.0,n03593526,jar.n.01,objects,39.0,138.0,,,238-84-11
332,mop,mop,1,,otherprop,40,Objects,7.0,,,,,,,,,,n04367480,swab.n.02,objects,39.0,,,,213-87-243
397,tank,tank,1,,otherprop,40,Objects,7.0,,122,tank,,,,,,,,,objects,39.0,,,,213-149-100
643,mail tray,mail tray,1,mail tray,otherprop,40,Objects,7.0,,137,tray,,,,,,,,,objects,39.0,,,,86-90-225
551,centerpiece,centerpiece,1,centerpiece,otherprop,40,Objects,7.0,,,,,,,,,,n02994419,centerpiece.n.02,objects,39.0,,,,147-246-98
1163,stick,stick,1,stick,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,98-141-208
1347,closet floor,closet floor,1,floor,floor,2,Floor,5.0,,3,floor,40,floor,,,,,n03365592,floor.n.01,floor,2.0,6.0,,,114-30-210
1348,dryer sheets,dryer sheets,1,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,143-164-147
803,bycicle,bycicle,1,,otherprop,40,Objects,7.0,,,,,,,,,,,,misc,40.0,,,,102-213-175
484,flower stand,flower stand,1,stand,otherfurniture,39,Furniture,6.0,,"125,135","pot, vase",63,plant-stand,,,,,,,furniture,36.0,,,,124-243-58
1349,air mattress,air mattress,1,bed,bed,4,Bed,1.0,,,,7,bed,bed,bed,bed,2818832.0,n02690809,air_mattress.n.01,bed,11.0,,,,251-182-0
1350,clip,clip,1,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,66-247-135
222,side table,side table,1,table,table,7,Table,10.0,,"15,64","table, coffee table",80,table,table,table,table,4379243.0,n04379243,table.n.02,table,5.0,8.0,,,126-125-254
1253,pizza boxes,pizza box,1,box,box,29,Objects,7.0,,,,15,box,,,,,n02883344,box.n.01,objects,39.0,13.0,,,191-87-18
1351,display,display,1,,otherfurniture,39,Furniture,7.0,,,,,,,,,,n03211117,display.n.06,misc,40.0,11.0,,,192-235-31
1352,postcard,postcard,1,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,157-226-162
828,display sign,display sign,1,sign,otherprop,40,Objects,7.0,,,,,,,,,,,,misc,40.0,,,,167-30-204
1353,paper towel,paper towel,1,paper towel,otherprop,40,Objects,7.0,,,,57,paper-towel,,,,,n03887697,paper_towel.n.01,towel,20.0,90.0,,,121-238-38
612,boots,boot,1,shoe,otherprop,40,Objects,7.0,,,,72,shoe,,,,,n04199027,shoe.n.01,clothes,38.0,33.0,,,148-85-188
1354,tennis racket bag,tennis racket bag,1,,otherprop,40,Objects,7.0,,,,100,bag,,,,,,,objects,39.0,,,,173-105-92
1355,air hockey table,air hockey table,1,table,table,7,Table,10.0,,15,table,80,table,table,table,table,4379243.0,n04379243,table.n.02,table,5.0,8.0,,,126-125-254
1301,socks,sock,1,clothes,clothes,21,Objects,7.0,,,,24,clothing,,,,,n04254777,sock.n.01,clothes,38.0,,,,173-13-29
1356,food bag,food bag,1,bag,bag,37,Objects,7.0,,115,bag,100,bag,,,,,,,objects,39.0,,,,183-252-142
1199,clothes hangers,clothes hanger,1,,otherprop,40,Objects,7.0,,,,,,,,,,n03057920,coat_hanger.n.01,misc,40.0,145.0,,,40-105-22
1357,starbucks cup,starbucks cup,1,cup,otherprop,40,Objects,7.0,,,,28,cup,cup,,cup or mug,3797390.0,n03797390,mug.n.04,objects,39.0,43.0,,,251-239-218
